"tweet","label"
"Notice to travellers - 12 January: LGA, EWR, JFK, BWI, and DCA. News, flight status, modifications of reserv. toll free: http://t.co/sgd0YicXvk","0"
"Travel Alert  01/13/2015 YYT Due  to  gusty winds, icy runway conditions have not improved, Change fees waived:http://t.co/gI9S9Ew2kP.","0"
"Travel Alert  01/14/2015 YYT Due to gusty winds, icy runway conditions have not improved, Change fees waived: http://t.co/gI9S9Ew2kP .","0"
"Alert trip 14/01/2015 YYT due to gusts of wind, critical runway conditions, change free of charge on http://t.co/gI9S9Ew2kP.","0"
"Travel Alert  January 19: YUL, YBG, YYR, YZV and YWK. Details, Flt Status &amp; rebook online. Change fees waived: http://t.co/GK8jGdheIE","0"
"Notice to travellers - 19 January: YUL, YBG, YYR, YZV and YWK. News, flight status, modifications of reserv. toll free: http://t.co/4jrA3v6EZe","0"
"Travel Alert  January 20: Goose Bay (YYR). Details, Flt Status &amp; rebook online. Change fees waived: http://t.co/6UODCSEstf","0"
"Notice to travellers - 20 January: Goose Bay (YYR). News, flight status, modifications of reserv. toll free: http://t.co/hn5uPCPyin","0"
"Travel Alert(26/27/28JAN): US East Coast. Snow Hard Alert. Rebook online:http://t.co/qLUdaeOJb3. Change fees waived: http://t.co/DrCK1ZqD1s","0"
"Travel Alert  Jan 27: Atlantic Provinces, YGP and YGR. Details, Flt Status &amp; rebook online. Change fees waived: http://t.co/qolQ0KMKEL","0"
"Advisories - jan 27: the Atlantic Provinces, YGP &amp; YGR. News, flight status, modifications of reserv. toll free: http://t.co/bmOG6kcAbf","0"
"Travel Alert  Jan 26/27/28: BOS, EWR, JFK, LGA and PHL. Details, Flt Status &amp; rebook online. Change fees waived: http://t.co/Prkg0ZInpu","0"
"Advisories - jan 26/27/28: BOS, EWR, JFK, LGA and PHL. News, flight status, modifications of reserv. toll free: http://t.co/GOew54aDNy","0"
"Advisories - jan 27: Atlantic Provinces, EWR, LGA, JFK, PHL, YGP &amp; YGR. Info, mods of reserv toll free: http://t.co/rjoled7zkU","0"
"Travel Alert  Jan 27: Atlantic Canada, EWR, LGA, JFK, PHL, YGP &amp; YGR. Details &amp; rebook online. Change fees waived: http://t.co/MVhN2InXhL","0"
"Travel Alert  Feb 2: YYZ, YTZ, ORD, NYC, BOS and Maritimes. Details, Flt Status &amp; rebook online. Change fees waived: http://t.co/WfilSI4mft","0"
"Notice to travellers - 2 Feb: YYZ, YTZ, ORD, NYC, BOS and Maritimes. News, flight status, modifications of reserv. toll free: http://t.co/bWWSgZeRyA","0"
"1)Hi Chris, we're sorry to hear this! If you're looking for lowest fare, then what's on website is lowest. If you want flexibility, then","0"
"2) our bereavement rates, while not the lowest available, are flexible. You will need to speak with a res agent for details. You can reach","0"
"Happy Birthday, Cathy! We hope you have a terrific flight. :) /nm","0"
"Travel Alert  Feb 3: Atlantic Canada, YGR and YGP. Details, Flt Status &amp; rebook online. Change fees waived: http://t.co/XcyvBYWjhZ","0"
"Advisories - 3 Feb: Atlantic Provinces, YGR and YGP. News, flight status, modifications of reserv. toll free: http://t.co/inI5WxYdne","0"
"Advisories - 3 Feb: Atlantic Provinces, YGR and YGP. News, flight status, modifications of reserv. toll free: http://t.co/x8AeAjIa05","0"
"Travel Alert  Feb 3: Atlantic Canada, YGR and YGP. Details, Flt Status &amp; rebook online. Change fees waived: http://t.co/oFVjga30F7","0"
"Travel Alert  Feb 5: YQM, YSJ, YFC, ZBF, YYG and YGR. Details, Flight Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw.","0"
"Notice to travellers - 5 Feb: YQM, YSJ, YFC, ZBF, YYG and YGR. News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw.","0"
"Notice to travellers - 5 Feb: EWR, LGA, JFK, PHL, BOS, YYG, YGR &amp; NB. News, flight status, mods of reserv toll free: http://t.co/j6Q9rcq8zw","0"
"Travel Alert Feb 5: EWR, LGA, JFK, PHL, BOS, YYG, YGR &amp; NB. Details, Flt Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw","0"
"Travel Alert Feb 5: EWR, LGA, JFK, PHL, BOS, YYG, YGR &amp; NB. Details, Flt Status &amp; rebook online. Change fees waived: http://t.co/OeAziEpJze","0"
"Notice to travellers - 5 Feb: EWR, LGA, JFK, PHL, BOS, YYG, YGR &amp; NB. News, flight status, mods of reserv toll free: http://t.co/TMIzZncyFc","0"
"05FEV travel advisories: YSJ-YFC-YQM-YYG-YGR-ZBF-YQY-YDF-YYF-YCG due to weather mods reserv toll-free: http://t.co/j6Q9rcq8zw.","0"
"05FEV travel advisories: EWR LGA JFK BOS PHL due to weather mods reserv toll-free: http://t.co/B3qAppKJ5L.","0"
"Travel Alert  05FEB:YSJ-YFC-YQM-YYG-YGR-ZBF-YQY-YDF-YYF-YCG due to bad weather, rebook online. Change fees waived: http://t.co/j6Q9rcq8zw.","0"
"Travel Alert  05FEB: EWR-LGA-JFK-BOS-PHL due to bad weather, rebook online. Change fees waived: http://t.co/j6Q9rcq8zw.","0"
"Our thoughts are today victims of flight GE235 as well as to their relatives and to employees of TransAsia Airways.","0"
"Our thoughts today are with the victims of Flight GE235, as well as their loved ones, and the employees of TransAsia Airways.","0"
"Give the world this Valentines! The #ACGiftCard is the freedom to fly to 180 + destinations: http://t.co/TkvikDn9UN http://t.co/qFVBqNfp79","0"
"Notice to travellers - 12 Feb: St. John's (YYT). News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw.","0"
"Travel Alert  Feb 13: YYT, YHZ, YDF, YQX and YQY. Details, Flight Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw.","0"
"Notice to travellers - 13 Feb: YYT and YHZ, YDF, YQX YQY. News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw.","0"
"Travel Alert  Feb 14: St. John's (YYT). Details, Flight Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw.","0"
"Notice to travellers - 14 Feb: St. John's (YYT). News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw.","0"
"Travel Alert  Feb 15: NYC, BOS, Maritimes, YYT, YGR &amp; YGP. Details, Flt Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw","0"
"Notice to travellers - 15 Feb: NYC, BOS, Maritimes, YYT, YGR &amp; YGP. News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw","0"
"Travel Alert  Feb 13: YHZ, YYT, YQY, YDF and YQX. Details, Flight Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw.","0"
"Notice to travellers - 13 Feb: YHZ, YYT, YQY, YDF and YQX. News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw.","0"
"Travel Alert  Feb 14: YYZ, YYT, YDF and YQX. Details, Flight Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw.","0"
"Notice to travellers - 14 Feb: YYZ, YYT, YDF and YQX. News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw.","0"
"Travel Alert Feb 15: Atlantic Canada, NYC, BOS, YGR &amp; YGP. Details, Flt Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw.","0"
"Notice to travellers - 15 Feb: Atlantic Provinces, NYC, BOS, YGR &amp; YGP. News, flight status, changes toll free: http://t.co/j6Q9rcq8zw.","0"
"Travel Alert  Feb 14th: YDF, YQX, YYT, YYZ. Details, Flight Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw.","0"
"Notice to travellers - 14 February: YDF, YQX, YYT, YYZ. News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw.","0"
"Travel AlertFeb 15: BOS, YHZ, LGA, EWR, YDF, YFC, (...).Details, Flight Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw.","0"
"Notice to travellers - 15 February: BOS, YHZ, LGA, EWR, YFC, (...). News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw","0"
"Travel Alert  Feb 14: YYZ, YYT, YQX, YDF. Details, Flight Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw.","0"
"Notice to travellers - 14 February: YYZ, YYT, YQX, YDF. News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw.","0"
"Travel Alert  Feb 15th: BOS, YFC, YHZ, LGA, EWR, (...). Details, Flight Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw.","0"
"Notice to travellers-15 February: BOS, YFC, YHZ, LGA, EWR, (...). News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw.","0"
"Travel Alert  Feb 16th: YFC, YHZ, YQM, YSJ, YYT, (...). Details, Flight Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw.","0"
"Notice to travellers - 16 February: YFC, YQM, YHZ, YSJ, YYT, (...). News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw.","0"
"Travel Alert  Feb 19: Moncton, Bathurst and Gaspe. Details, Flight Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw.","0"
"Notice to travellers - 20 Feb: Goose Bay (YYR). News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw.","0"
"Travel Alert  Feb 21: Toronto (YYZ and YTZ). Details, Flight Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw.","0"
"Notice to travellers - 21 Feb: Toronto (YYZ and YTZ). News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw.","0"
"Travel Alert  Feb 21: YYZ, YTZ, DCA, CLE, CMH and PIT. Details, Flight Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw.","0"
"Notice to travellers - 21 Feb: YYZ, YTZ, DCA, key, MHC and PIT. News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw.","0"
"Travel Alert  Feb 22: Boston (BOS). Details, Flight Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw.","0"
"Notice to travellers - Feb 22: Boston (BOS). News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw.","0"
"Travel Alert  Feb 25th: NS, NB, YDF, YGP and YGR . Details, Flight Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw.","0"
"Notice to travellers - 25 February: ns and NB, YDF, YGP, YGR. News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw","0"
"Travel Alert  Feb 26: YDF, YGR and YQY. Details, Flight Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw.","0"
"Notice to travellers - 26 Feb: YDF, YGR and YQY. News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw.","0"
"Travel Alert  March 3: Toronto (YYZ-YTZ). Flight Status &amp; rebook online. Change fees waived:  http://t.co/xErxHmUPlg http://t.co/OKcgvjWofx","0"
"Travel Alert  Mar 3: YYZ, YTZ &amp; ORD. Details, Flt Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw http://t.co/lqdZ3R8Y8S","0"
"Advisories - 3 mar: YYZ, YTZ &amp; ORD. News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw http://t.co/Ud2OlysueY","0"
"Travel Alert  Mar 4: St. John's (YYT). Details, Flt Status &amp; rebook online. Chng fees waived: http://t.co/j6Q9rcq8zw http://t.co/n7KaSJWcgw","0"
"Advisories - 4 March: St. John's (YYT). News, flight status, changes toll free: http://t.co/j6Q9rcq8zw. http://t.co/II3vGt8zMI","0"
"Travel Alert  Mar 4: YYT/LGA/EWR/JFK/PHL. Flt Status &amp; rebook online. Chng fees waived:  http://t.co/knrRQfFeLf  http://t.co/MjN5VMfwFv","0"
"Travel Alert  Mar 5: LGA/EWR/JFK/PHL -snow- Flt Status &amp; rebook online. Chng fees waived:  http://t.co/xOPQyR7CfA   http://t.co/Dfg9eUZaYr","0"
"4 March travel advisory: YYT/LGA/EWR/JFK/PHL. News, flight status, modifications of reserv. toll free: http://t.co/yeOCLYv8sm.","0"
"5 March travel advisory: LGA, EWR, JFK, PHL. News, flight status, modifications of reserv. toll free: http://t.co/oFa1fNnLXO.","0"
"Travel Alert  March 5: EWR, LGA, JFK, DCA, PHL &amp; BWI. Details, Flight Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw.","0"
"Notice to travellers - 5 March: EWR, LGA, JFK, DCA, PHL and BWI. News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw.","0"
"Travel Alert March 6: New York (LGA). Details, Flt Status &amp; rebook online. Chng fees waived: http://t.co/j6Q9rcq8zw http://t.co/Ygv3D1OGaC","0"
"Advisories - 6 March: New York (LGA). News, flight status, changes toll free: http://t.co/j6Q9rcq8zw. http://t.co/wKedGwPz6D","0"
"Travel Alert March 6: New York (LGA). Details, Flt Status &amp; rebook online. Chng fees waived: http://t.co/j6Q9rcq8zw http://t.co/zUH2nVAsso","0"
"Advisories - 6 March: New York (LGA). News, flight status, changes toll free: http://t.co/j6Q9rcq8zw http://t.co/zBM2WPX2X2","0"
"Notice to travellers - March 17: St. John's. News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw. http://t.co/e522aalyyX","0"
"Travel Alert  March 17: St. John's, Gander &amp; Sydney (YQY). Details, Flt Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw.","0"
"Notice to travellers - March 17: St. John's, Gander and Sydney (YQY). News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw.","0"
"Travel Alert Mar 17: YHZ, YQM, YSJ, YYT, YFC, YYG, YQY &amp; YQX. Details, Flt Status &amp; rebook online. Chng fees waived: http://t.co/j6Q9rcq8zw","0"
"Notice to travellers - 17 mar: YHZ, YQM, YSJ, YYT, YFC, YYG, YQY and YQX. News, flight status, changes toll free: http://t.co/j6Q9rcq8zw","0"
"Travel Alert  March 18: YHZ, YQM, YSJ, YFC, YYG &amp; YQY. Details, Flight Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rc8xaW.","0"
"Notice to travellers - 18 March: YHZ, YQM, YSJ, YFC, YYG and YQY. News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw.","0"
"Travel Alert  Mar18: PHL/LGA/EWR/JFK/BOS. Details, Flight Status, rebook online fees waived: http://t.co/j6Q9rcq8zw. http://t.co/Zp8wPPiA5m","0"
"Notice to travellers 18 MAR: PHL/LGA/EWR/JFK/BOS. State flights, reserv mods. toll free: http://t.co/j6Q9rcq8zw. http://t.co/q04eL50gAT","0"
"Travel Alert  March 18: Maritimes, BOS/NYC/PHL/YYT/YQX. Details, Flight Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw.","0"
"Notice to travellers - 18 March: maritime, BOS/NYC/PHL/YYT/YQX. News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw.","0"
"Read our interview with @Cmdr_Hadfield, retired astronaut &amp; Super Elite @ACAltitude member! http://t.co/ObINuSmJoS http://t.co/TATIEz985Q","0"
"Travel Alert  March 19: YHZ, YYT, YDF, YQX and YQY. Details, Flight Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw.","0"
"Notice to travellers - 19 March: YHZ, YYT, YDF, YQX YQY and. News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw.","0"
"Travel Alert  March 20: LGA, EWR, JFK, PHL. Details, Flight Status &amp; rebook online. Change fees waived:  http://t.co/2PgWaFJCvC .","0"
"Notice to travellers - 20 March: LGA, EWR, JFK, PHL. News, flight status, modifications of reserv. toll free: http://t.co/Z0qpfvyIyZ","0"
"Travel Alert  March 22: Maritimes, YYT, YGP, YZV &amp; YGR. Details, Flight Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw.","0"
"Notice to travellers - 22 March: Maritimes, YYT, YGP, YZV and YGR. News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw.","0"
"! We will be back as early as 7: 00. Good evening!","0"
"Dear Twitter followers: Well be signing off at 6pm (EDT) today instead of the usual 11pm, back online at 7am tomorrow. Have a good night!","0"
"For #UneHeurePourLaTerre, we will reduce the lighting that is not essential to our activities. Please join us! http://t.co/xxla2LmlB5","0"
"Were taking part in #EarthHour! For 60 min, well turn off the lights wherever safe &amp; practical. Join us! http://t.co/0wFWSeRoJJ","0"
"Confirms AC624, YYZ-YHZ exited runway upon landing at Halifax. All passengers have deplaned, going to terminal. More updates to come.","0"
"Update 1 #AC624: All passengers have have left A320. We are on site to determine if any injuries. Prelim count indicates 132 pax and 5 crew.","0"
"Update 2 #AC624: AC Assistance team on site. Prelim report: 22 people transported to hospital for observation &amp; treatment of minor injuries.","0"
"#AC624 Update: release issued 03:38 ET 29/03: http://t.co/j5d1Rj1yfJ Updates: http://t.co/j6Q9rcq8zw: http://t.co/5mohxToVsd","0"
"Air Canada makes the point on the flight #AC624: http://t.co/LHXfutqDpiMises to update http://t.co/j6Q9rcq8zw: http://t.co/6bA6D7Nl7c","0"
"Update 4 #AC624: 12 passengers have been released from hospital. Further updates will be provided when new information becomes available.","0"
"Update #AC624: 12 passengers have left the hospital. We will communicate further details as they become available.","0"
"Update 5 #AC624: 18 of 23 passengers  released from hospital. Further updates will be provided when new information becomes available.","0"
"Update #AC624: 18 of the 23 passengers have left the hospital. We will communicate further details as they become available.","0"
"#AC624 Update: 2nd release issued 07:21 ET 29/03: http://t.co/Nwe4senMQH Updates at http://t.co/j6Q9rcq8zw: http://t.co/5mohxToVsd","0"
"#AC624 press release no. 2: http://t.co/bVfgI0I0G5 updates http://t.co/j6Q9rcq8zw: http://t.co/6bA6D7Nl7c","0"
"#AC624 Update: 3rd release issued 12:19 ET 29/03: http://t.co/swh08LaETG Updates at http://t.co/j6Q9rcq8zw: http://t.co/5mohxToVsd","0"
"We fully appreciate this has been a very unsettling experience for our customers and their families, as well as our employees_ 2/4 #AC624","0"
"#AC624 press release no. 3: http://t.co/PyX7D5JsUb updates http://t.co/j6Q9rcq8zw: http://t.co/6bA6D7Nl7c","0"
"Travel Alert  April 1: St. John's. Details, Flt Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw. http://t.co/MmaySa8etl","0"
"Advisories - April 1: St. John's. News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw. http://t.co/AqfOTP6BEY","0"
"Travel Alert  April 1: Gander. Details, Flight Status &amp; rebook online. Change fees waived: http://t.co/j6Q9rcq8zw. http://t.co/vbGxcJaYKI","0"
"Advisories - April 1: Gander. News, flight status, modifications of reserv. toll free: http://t.co/j6Q9rcq8zw. http://t.co/UQ8tJnSmMq","0"
"Our response to @PortsToronto development plan: No support for jets @BBishopAirport: http://t.co/VX1BkziK1H #NOjetsTO #TOpoli","0"
"Our reaction to developments in @PortsToronto: no support the operation of Jet @BBishopAirport http://aircanada.fr.mediaroom.com/index.php?s=43&item=856 ","0"
"Calling emerging Canadian filmmakers: the 2015 Air Canada #enRouteFilmFestival is now accepting submissions! Visit http://t.co/MwYHO6nUHe","0"
"Emerging Canadian filmmakers: the submission period for the Air Canada 2015 enRoute film Festival has begun! http://t.co/sTOVaYA4B9","0"
"Notice to travellers 04 Apr ZGP - YGP flights could be affected by the snow. Mods of reserv. toll free: http://t.co/j6Q9rc8xaW. / PD","0"
